solutions,init,weight,type,exp,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18
2,1.001,9.0,4,-1,0.17106423906697601,0.15946078749481302,5.7598990378094985,5.85431806365354,-51.83009989963766,-52.59185401304599,261.3972545056099,264.9086733873122,-903.3526361812562,-916.790334380398,2816.030699503864,2874.624140547682,-10077.181893258288,-10348.61816355265,39314.45632798087,40442.747056973356,-144858.29883059819
3,1.01,0.0,2,1,1.008151694481553,1.0080726380231,1.00695562270368,1.006848500398478,1.006087759898284,1.005989444742538,1.005443385495826,1.005359094584081,1.004943686809658,1.004871783571913,1.004542103951647,1.004480234437035,1.004210412942679,1.004156585172108,1.003930570190636,1.003883240103017,1.003690460353281
3,0.0,0.0,2,0,-0.0001437790892263799,-0.0003384143569648036,-0.0005995897383389641,-0.0005922333187873621,-0.0007223132282148104,-0.0006976136937784996,-0.0007682038730812968,-0.0007426317152810571,-0.0007841394176383298,-0.0007601966904076662,-0.0007856335315627601,-0.0007637041610854962,-0.000779469354191778,-0.0007594730085325879,-0.0007690716283924592,-0.0007508191398424846,-0.0007563237882827201
3,1.01,0.0,4,1,0.997425176882978,0.997117526793804,0.9969971612807811,0.9967291337021241,0.9965550922142341,0.9963768938667221,0.9966072788311351,0.9964933409100071,0.996474233684954,0.9963953372222061,0.9965830358039031,0.9965294512903891,0.9965460700575801,0.9965071776611011,0.9966573808357211,0.9966300930238561,0.996659653734519
3,0.0,0.24507401235173001,4,1,0.57929228575319,0.578161563481821,0.691820335090874,0.715769050083585,0.7754743795330381,0.779021749050521,0.8131728344850131,0.825397927173085,0.8487995920460131,0.850824112958741,0.8672091338077831,0.8744699398790771,0.8870464143503011,0.8882776966056141,0.897941662572132,0.9027729586771011,0.9106399856449761
3,1.01,0.255025,4,0,0.8262613434289781,0.8125850598771941,0.736779889015416,0.722277526343096,0.6451631017732371,0.6314945243696091,0.593427472413334,0.582295480707241,0.5411007453942881,0.5314162855868411,0.5076482622628681,0.499456678190823,0.47269205699165406,0.46545069105991804,0.44865237235550903,0.442324034970528,0.423073053948302
3,0.0,0.9802960494069201,4,1,0.0,0.0,0.7891047910510021,0.8231480522269741,0.32218871000550503,0.32631974663678504,0.8271654509131571,0.8452246679306341,0.5662127973395541,0.5706182096903141,0.8481595695801071,0.8584724667506981,0.6883562082214111,0.691873407709181,0.870926249006824,0.8775299547846561,0.7594658766548711
3,1.01,1.0,4,-1,0.326260257937775,0.273531733571139,0.0956427943507244,0.062416919641194925,-0.23047619045726703,-0.268204722245306,-0.29857327689232704,-0.320416278093245,-0.473821178784523,-0.49537005706313203,-0.494364651349244,-0.508293164518517,-0.6063496450240871,-0.6200392701442781,-0.610478072794521,-0.6200256085451431,-0.689623408411418
3,1.01,1.0201,4,0,0.312769843066977,0.25898765912736305,0.9165248266951621,0.9186225996652281,0.059669986849825496,0.024760238444013982,0.553005331688699,0.550107615186686,0.07075199605942095,0.05286651475939674,0.369976359505288,0.366873488791983,0.0665479188407751,0.05593553444938942,0.272206850447334,0.26957930725749,0.05794847087455679
3,0.0,2.205666111165571,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.247483391234517,2.51008441274511,-2.914858849894967,-3.208515832127542,5.526357894643704,5.963851074710725,-5.765478666287571,-6.209192244577224,8.376281009850242,8.91070292692982
3,1.01,2.295225,4,0,-0.5430493242030241,-0.663674675455687,4.417422237747543,4.644864039866183,-6.067999547592874,-6.342387959668064,7.3559482736263,7.615938904497822,-7.748827053790571,-8.057369159405987,9.289580961567804,9.637206754748735,-10.74050410626308,-11.1422928501269,12.93434970857705,13.37212754815323,-14.83611414525278
3,0.0,3.9211841976276833,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.148845561241881,14.57922686670409,-55.450720954505464
3,1.01,4.0,4,1,-1.687234498897833,-1.897225646096857,4.712827031846047,5.17755664794162,-16.84560562896561,-17.54117888113722,27.92909560274147,28.97075314232753,-47.96197578702255,-49.667654680581386,89.73697126335577,93.37535477343914,-183.4039967795959,-190.5395040345355,360.3340712925127,373.56250687190726,-663.0366604569227
3,1.01,4.0804,4,0,-1.741196158381027,-1.955401943871958,16.04145589455176,16.999501323942038,-48.96505054073497,-50.941888274414,91.87495338915896,94.85795774339323,-160.6780151702062,-166.62852806516,325.9662351179491,339.295673193452,-689.2037294628394,-716.8414678743101,1374.6458270596431,1426.356955044882,-2532.8620696244852
3,1.01,9.0,4,-1,-5.043059093623877,-5.515154612210408,38.40775855826791,41.75934354523786,-273.7243703072291,-285.5681948402652,1164.591691891349,1200.372859079257,-4145.200039320237,-4281.594606471966,18284.99220086681,19013.88798307771,-90613.10252771113,-94247.79765950254,409310.8372536726,424773.95109716716,-1618843.2520362462
4,1.025,0.0,2,1,1.016274707874998,1.015781511917752,1.012351676885668,1.011909327814945,1.010010975982796,1.009687709374994,1.00847778715121,1.008238458842772,1.007388577966242,1.00720478245364,1.006569013680241,1.006423100304157,1.005926440279241,1.005807435535452,1.005406991946393,1.005307811077827,1.004977071197694
4,0.0,0.0,2,0,-0.00018551611738680532,-0.0010453930770559091,-0.001449755591100707,-0.0014810679779254242,-0.0015859680364450762,-0.001540357577560741,-0.001565440657466735,-0.0015110559275016843,-0.001508320451569206,-0.0014567598959487752,-0.0014427595454795381,-0.001396195046443893,-0.001377479634428871,-0.001335919471297076,-0.001315438091892093,-0.001278367942904632,-0.00125754717426671
4,1.025,0.0,4,1,0.995132879438764,0.994150670952439,0.9943535996196211,0.99372977175037,0.993659206083865,0.9933317239979831,0.99394281548003,0.9937707442569321,0.9939101268039131,0.9938140970850831,0.9942461551968891,0.9941954095186761,0.994340028017997,0.994313850525756,0.9946337144581051,0.99462392312817,0.9947541225482591
4,0.0,0.23795359904818503,4,1,0.764694571485874,0.7492081588636681,0.8303959831997461,0.863224902870047,0.9004094324328751,0.8969569565604931,0.9153325437170661,0.9282655605805581,0.94036915972068,0.938270425363615,0.9460863229454751,0.9528922377558711,0.958759244597797,0.9573092767919181,0.96157015646312,0.9657691551857481,0.969183558155948
4,1.025,0.26265625,4,0,0.678102129756742,0.643170429358189,0.571546951809082,0.547184919085231,0.459097071852466,0.43989232359343206,0.411930044699643,0.398358265404091,0.357665592809333,0.346733853491948,0.33056236654417204,0.321985334859463,0.297585116081377,0.29035111222077803,0.27942003484112105,0.273402980974259,0.25680667789474504
4,0.0,0.9518143961927421,4,1,0.0,0.0,1.170339863884754,1.214148794549893,0.43271142036147603,0.43151012347492,1.07331431929949,1.090222044865807,0.688991925086022,0.688900391374162,1.03003787020661,1.037894758729707,0.799059596837413,0.7992451838483261,1.014575105796665,1.01884728683846,0.8567808728483841
4,1.025,1.0,4,-1,-0.21188484689373902,-0.342121515962016,-0.30918282488611304,-0.33806869430096603,-0.722901876063323,-0.7657917137739321,-0.649082572785552,-0.6612787892760751,-0.8589077977557771,-0.87616927016236,-0.783188921175032,-0.7892676724959261,-0.9151075713482991,-0.923854228644096,-0.851975497801282,-0.8554896083915,-0.9443915376003781
4,1.025,1.050625,4,0,-0.27299011928932104,-0.40977029542456,0.9814013303968061,1.000485442610901,-0.407173899245374,-0.45577874197225304,0.511574042243302,0.519458112141453,-0.24841081822548702,-0.268336874122378,0.30571324053779503,0.309328325373874,-0.17253758971861202,-0.182578603208187,0.20577909155391103,0.20763959410298702,-0.13096622331868402
4,0.0,2.141582391433671,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.170561017811828,3.382836011233941,-3.8314805250606563,-4.084501705280624,7.113626608331448,7.484026637485714,-7.274916936505036,-7.669168393553498,10.45114431627011,10.914768396535619
4,1.025,2.363906249999999,4,0,-1.858143867699428,-2.164671503395813,7.258739701440812,7.7324365868906515,-10.10697258142578,-10.5304449989343,11.64302144808759,12.086695975089011,-13.493388186805,-14.014833317616551,16.91509559176383,17.539382323261812,-20.96222504073879,-21.67906704176973,25.82730571853197,26.63121748955919,-30.685327618834993
4,0.0,3.80725758477097,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.38619732352457,17.803083239628933,-64.92188957653892
4,1.025,4.0,4,1,-3.832938025891249,-4.350938076705389,9.013743232351265,10.18868903416194,-24.82784134898294,-25.9959986626599,39.44825801613487,41.02026251665073,-64.45546700986914,-66.76397096221083,125.0185379715411,129.5755902498779,-254.8990343252108,-263.4351098282936,501.4938739021785,516.9607225488935,-918.0155133195786
4,1.025,4.2025,4,0,-4.07735911547358,-4.621533194555564,27.79493367503781,29.70771375952993,-78.52354766173303,-81.6143954349487,142.4248912187476,147.0248721262843,-274.2858488563971,-284.4405469778513,623.6571252653832,647.452000169814,-1405.056561191125,-1455.561110292209,2904.0335516267583,3000.973978493263,-5500.9868592197945
4,1.025,9.0,4,-1,-9.86802665755403,-11.03229901127696,71.04089574992395,78.59763761507386,-410.1395893419697,-430.2114070792884,1562.757301449217,1611.101848772593,-5475.659861888005,-5649.352519292056,25755.89915348985,26666.98336288949,-131463.30258268502,-135937.03782700462,596763.2775069575,615825.8948093845,-2372495.214931601
5,1.05,0.0,2,1,1.024673419959058,1.0232417272122,1.016665670708554,1.015743092679604,1.012635475462356,1.012064918159328,1.010241616556142,1.009861209865639,1.008647424928365,1.008376177438632,1.007503041562623,1.007299523196787,1.006637929811361,1.006479251557119,1.005958897273433,1.005831468715051,1.005410525049792
5,0.0,0.0,2,0,0.0004499940156996729,-0.001715059076481382,-0.002088009276213401,-0.002194198558976929,-0.0021840134173421043,-0.002123725635983814,-0.0020634729283074693,-0.0019856133563230793,-0.001919877783866625,-0.001847070131911016,-0.00178503868927378,-0.001720832428766514,-0.0016644519124050662,-0.0016085047748988922,-0.0015578150710779252,-0.0015090132671714271,-0.0014635214592876031
5,1.05,0.0,4,1,0.9938265295089711,0.9920057487784831,0.9925521244423321,0.9916828776550981,0.9917110328187271,0.9913579521959561,0.99232475144356,0.992184454128275,0.99245824269715,0.992409836959482,0.9930416327307521,0.9930389686597291,0.9932774951025231,0.9932963723677191,0.9937410147365691,0.993771485703377,0.993967103902298
5,0.0,0.226757369614512,4,1,0.880284902037045,0.8450650173285621,0.8975364688606361,0.932275750185777,0.954520229201903,0.9458118382715001,0.955579026697384,0.9674867932672371,0.973847224584764,0.9695573536308371,0.9734051630478001,0.979314414060313,0.9821963131573361,0.9796097556291161,0.981614549057739,0.9851383598315561,0.986746193329413
5,1.05,0.275625,4,0,0.5300003675592561,0.47530078844266804,0.435278838684565,0.40762446017529,0.31680914044061603,0.29731303638273304,0.28331257736424803,0.270934925970288,0.23278563527629903,0.223281686965964,0.21513367335046502,0.20809583415283,0.186502843670069,0.18074343867831302,0.17523414888003203,0.170624329830242,0.156541380672741
5,0.0,0.907029478458049,4,1,0.0,0.0,1.378520813464804,1.414975589631133,0.51534115289435,0.509399789940659,1.1668441533137641,1.178615327488051,0.758127674507261,0.7552945823495211,1.088200172756039,1.092882288683721,0.8527370338975131,0.851268316674557,1.055224283606429,1.057425037844838,0.899481453764675
5,1.05,1.0,4,-1,-0.6889894775648261,-0.8826607739818461,-0.531487553518324,-0.535551268542592,-1.010959361445308,-1.047357852176175,-0.798866365043382,-0.798989212107435,-1.041103804858514,-1.051994778695852,-0.891096151323801,-0.8906152140881911,-1.041944312965577,-1.046292868603598,-0.934221277709334,-0.933707384453739,-1.038462417049689
5,1.05,1.1025,4,0,-0.8614781182898911,-1.07481409256478,1.137191368947293,1.176514334780975,-0.77574062927315,-0.8272975122905911,0.574914538923559,0.593717834473644,-0.47315705930227403,-0.49247331206099104,0.34011600858898405,0.34947469000594605,-0.327893007787934,-0.336892764874463,0.227259091511495,0.23245843605003103,-0.245738996007888
5,0.0,2.040816326530612,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.407797740381343,3.56080931788761,-3.673416180157796,-3.8613775597995432,6.81697848423127,7.085122427806802,-6.473694564676502,-6.75681085568929,9.37550083004981,9.697759844239686
5,1.05,2.480625,4,0,-3.18060892803847,-3.65833889424386,10.2194868778386,10.86154788260748,-13.805808233522182,-14.297850443401462,16.43325424677807,17.02622433039093,-20.96661208281215,-21.71759470727467,28.508875096421484,29.46870439836799,-37.61045058146791,-38.7596462404156,48.280330951394035,49.61761636806864,-59.371590047943066
5,0.0,3.628117913832199,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79301745771442,16.14580247954404,-54.48187105665207,-55.78149601105996
5,1.05,4.0,4,1,-5.737437498786223,-6.506660342262837,13.18457323347014,14.894847068482399,-29.469924652615763,-30.91558687153853,44.81438371143604,46.58285288846545,-68.6793230452585,-71.03007662376447,129.9894830628387,134.0766869167407,-256.0118665373122,-263.1141092934407,492.39418053952494,504.728995936488,-883.8523847761538
5,1.05,4.41,4,0,-6.42739206168648,-7.275273616594569,39.5508273030386,42.06805073888034,-105.69430253251,-109.2664714925005,196.90703718139622,202.8720962390102,-436.04135110244283,-451.29334179566587,1106.455475431053,1144.400180498711,-2636.515158955865,-2720.325013573198,5644.9989866955175,5811.5445651209475,-11004.60046730329
5,1.05,9.0,4,-1,-14.15151753415509,-15.87999295606446,99.7819514483033,110.1420266863996,-492.106868840131,-516.1534614755149,1714.9821739909262,1766.89885156945,-5891.886972040914,-6067.809264406412,28022.47680785644,28878.46509744074,-141612.6904827576,-145638.1205583418,632787.322042679,649681.004678859,-2489024.4489119067
6,1.075,0.0,2,1,1.030063363622789,1.027705903953247,1.018707750293209,1.017463551216437,1.013600953846974,1.012903312396488,1.010741210689021,1.010304164945703,1.008906668604587,1.00860855605519,1.007624203893694,1.007407961908347,1.006674038246723,1.006509915615659,1.005940095333069,1.005811174025669,1.005355121728513
6,0.0,0.0,2,0,0.00163621945112255,-0.001828418448895253,-0.002163926211676381,-0.002357355767567085,-0.002266584957273152,-0.00221792396801436,-0.002107610584421549,-0.0020314093648647748,-0.0019324611006419081,-0.0018599754005183683,-0.001774591948453197,-0.001710865414612767,-0.001637392170728863,-0.001582285845903086,-0.0015187162143671111,-0.001471061511046645,-0.001415648061434738
6,1.075,0.0,4,1,0.9946067944233521,0.9922364857362671,0.9925409619736271,0.9915949844751891,0.9915101428459671,0.9911948992397501,0.9922799612430081,0.992188170863279,0.9924624238101261,0.9924581985865331,0.9931491612631611,0.9931823994377551,0.9934224768957941,0.9934705398185961,0.9939457359188041,0.9939995082129831,0.994193397233271
6,0.0,0.21633315305570502,4,1,0.9242870501186291,0.8793236138841131,0.9194511644027501,0.9529316887879691,0.9691320395434181,0.959470180440614,0.9662178223359311,0.9769961645540981,0.9813845383596381,0.9770062711330301,0.979608740011744,0.9848245089188181,0.9867833234223541,0.9842729257778361,0.9856262710784741,0.9886941847231151,0.9897865680848641
6,1.075,0.28890625000000003,4,0,0.433113768724662,0.368675143628722,0.35869442305167804,0.331683367572407,0.23994405484643302,0.22197894476294802,0.21767170931659802,0.20703449829009302,0.17056884074223602,0.16260893018638,0.15945702479439902,0.15378610581111302,0.13384549360074002,0.129280170602528,0.12693143835644802,0.12336989457744801,0.11068336276120301
6,0.0,0.8653326122228231,4,1,0.0,0.0,1.435721620532585,1.4646252770516441,0.570190759369337,0.562900336973282,1.175318185652049,1.183631115589003,0.7965401358355121,0.7931028925144711,1.0898513319683971,1.09274654685723,0.8796644299094211,0.8778918108510131,1.054821142372232,1.056005699565881,0.9194064692143831
6,1.075,1.0,4,-1,-0.9489061122676221,-1.166115374452101,-0.606270163112632,-0.593958464968753,-1.120595095413413,-1.150893252294681,-0.841368619123931,-0.8362461287099451,-1.097147456664217,-1.104554188739245,-0.9188896274038051,-0.916097551169174,-1.0750418185243311,-1.07742384577272,-0.9538231296038021,-0.9520755558541331,-1.059777184672658
6,1.075,1.155625,4,0,-1.2513653083714051,-1.502008882693914,1.292530753129623,1.341755479925586,-1.00286809424685,-1.053903056745594,0.670321188807103,0.6953636253508381,-0.617201436034128,-0.6365285942023621,0.41179130849829504,0.42441308412906203,-0.43125177371983503,-0.440251411935674,0.283596336013621,0.290643454283649,-0.32390168512780904
6,0.0,1.9469983775013522,4,1,0.0,0.0,0.0,0.0,0.0,0.0,3.252141829290869,3.30631052470784,-3.083965048796284,-3.163347037753306,5.856141144897846,5.96534827084975,-5.033515894486145,-5.155539520954756,7.532587303825587,7.665456908730844,-6.369734280343103
6,1.075,2.600156249999999,4,0,-4.05883043686485,-4.6198155932316425,12.300177792738829,12.9912322107193,-16.46540484761994,-16.97842327209948,20.91587804512015,21.630116998507432,-29.35339359631385,-30.345587785373663,42.88610034227739,44.22793755788139,-59.47804794635526,-61.15569354085164,78.96752564696594,80.9813331029155,-99.83003479369991
